경찰서,관서명,연번,주소,지방청,지역파출소,치안센터명
"서울중부","약수","1","서울 중구 동호로 14길 18","서울청","지구대","다산치안센터"
"서울중부","을지","2","서울 중구 을지로 281","서울청","지구대","DDP치안센터"
"서울중부","을지로3","3","서울 중구 충무로2길 39","서울청","파출소","충4치안센터"
"서울종로","평창","4","서울 종로구 비봉길 13","서울청","파출소","구기치안센터"
"서울서대문","충정로","5","서울 서대문구 북아현로 59-1번지","서울청","지구대","북아현치안센터"
"서울서대문","신촌","6","서울 서대문구 신촌로 105번지","서울청","지구대","신촌치안센터"
"서울혜화","종로5가","7","서울 종로구 돈화문로 28","서울청","파출소","종로3가치안센터"
"서울용산","원효","8","서울 용산구 청파로 274-2","서울청","지구대","청파치안센터"
"서울용산","용중","9","서울 용산구 한강대로 102길11-5","서울청","지구대","남영치안센터"
"서울용산","용중","10","서울 용산구 신흥로 90","서울청","지구대","용산치안센터"
"서울용산","한남","11","서울 용산구 이태원로 281","서울청","파출소","한남2치안센터"
"서울용산","한강로","12","서울 용산구 이촌로71길 24","서울청","지구대","이촌치안센터"
"서울성북","돈암","13","서울 성북구 성북로 4길 52","서울청","지구대","돈암치안센터"
"서울성북","안암","14","서울 성북구 보문로 13길 27","서울청","지구대","보문치안센터"
"서울성북","안암","15","서울 성북구 보문로29길 92","서울청","지구대","삼선치안센터"
"서울성북","길음","16","서울 성북구 정릉로 31길 30 ","서울청","지구대","길음1치안센터"
"서울성북","길음","17","서울 성북구 동소문로 258","서울청","지구대","정릉1치안센터"
"서울성북","정릉","18","서울 성북구 정릉로 10길 44","서울청","파출소","정릉3치안센터"
"서울성북","정릉","19","서울 성북구 보국문로 87","서울청","파출소","정릉4치안센터"
"서울성북","성북","20","서울 성북로 25","서울청","파출소","성북1치안센터"
"서울동대문","답십리","21","서울 동대문 고미술로 93","서울청","지구대","답십리1치안센터"
"서울동대문","답십리","22","서울 동대문 한천로11길 30","서울청","지구대","답십리2치안센터"
"서울동대문","용신","23","서울 동대문구 왕산로 5","서울청","지구대","신설치안센터"
"서울동대문","용신","24","서울 동대문구 왕산로 95","서울청","지구대","용두치안센터"
"서울동대문","전농2","25","서울 동대문구 시립대로 14길 31","서울청","파출소","전농4치안센터"
"서울동대문","장안1","26","서울 동대문구 한천로 10길 4","서울청","파출소","남장안치안센터"
"서울동대문","장안1","27","서울 동대문구 장안로18길 78","서울청","파출소","장안3치안센터"
"서울동대문","이문","28","서울 동대문구 이문로 196","서울청","지구대","이문2치안센터"
"서울동대문","휘경","29","서울 동대문구 망우로 20길 4","서울청","파출소","휘경2치안센터"
"서울마포","공덕","30","서울 마포구 환일길 3","서울청","지구대","아현치안센터"
"서울마포","용강","31","서울 마포구 도화길 40","서울청","지구대","도화치안센터"
"서울마포","용강","32","서울 마포구 대흥로 85","서울청","지구대","대흥치안센터"
"서울마포","서강","33","서울 마포구 신촌로18길 26","서울청","지구대","노고산치안센터"
"서울마포","홍익","34","서울 마포구 잔다리로 6길 29","서울청","지구대","서교치안센터"
"서울마포","홍익","35","서울 마포구 양화로 178-17","서울청","지구대","동교치안센터"
"서울마포","망원","36","서울 마포구 월드컵로 31길 18","서울청","파출소","망원2치안센터"
"서울영등포","중앙","37","서울 영등포구 버드나루로 1-1","서울청","지구대","영2치안센터"
"서울영등포","문래","38","서울 영등포구 도신로 29길 13","서울청","지구대","도림치안센터"
"서울영등포","신풍","39","서울 영등포구 신길로 179-2","서울청","지구대","신길3치안센터"
"서울영등포","신풍","40","서울 영등포구 신길로 23길 12","서울청","지구대","신길5치안센터"
"서울영등포","당산","41","서울 영등포구 선유로 53길 23","서울청","지구대","양평2치안센터"
"서울성동","한양","42","서울 성동구 마장로42길 11","서울청","지구대","동마치안센터"
"서울성동","한양","43","서울 성동구 고산자로 332","서울청","지구대","마장치안센터"
"서울성동","성수","44","서울 성동구 왕십리로5길 3","서울청","지구대","뚝섬치안센터"
"서울성동","서울숲","45","서울 성동구 뚝섬로 364-1","서울청","지구대","성수1치안센터"
"서울성동","행당","46","서울 성동구 왕십리로 341","서울청","파출소","하왕치안센터"
"서울성동","옥수","47","서울 성동구 독서당로 286-1","서울청","파출소","금남치안센터"
"서울동작","흑석","48","서울 동작구 현충로56","서울청","지구대","노들치안센터"
"서울동작","흑석","49","서울 동작구 현충로140-1","서울청","지구대","흑석2치안센터"
"서울동작","상도","50","서울 동작구 장승배기로 73","서울청","지구대","상도2치안센터"
"서울동작","상도","51","서울 동작구 성대로29길 61","서울청","지구대","상도4치안센터"
"서울동작","상도","52","서울 동작구 상도로 62길 1","서울청","지구대","상도1치안센터"
"서울동작","남성","53","서울 동작구 동작대로43길6","서울청","지구대","사당3치안센터"
"서울동작","사당","54","서울 동작구 사당로 16아길 6","서울청","지구대","사당4치안센터"
"서울동작","사당","55","서울 동작구 사당로 138","서울청","지구대","사당5치안센터"
"서울동작","신대방","56","서울 동작구 여의대방로 24길 106","서울청","지구대","신대방2치안센터"
"서울동작","대방","57","서울 동작구 상도로 87","서울청","파출소","상도3치안센터"
"서울광진","자양","58","서울 광진구 자양로3가길 28","서울청","파출소","자양2치안센터"
"서울광진","광나루","59","서울 광진구 광나루로56길 4","서울청","지구대","구의3치안센터"
"서울서부","신사","60","서울 은평구 은평로 28","서울청","지구대","신사1치안센터"
"서울서부","신사","61","서울 은평구 증산서길 82","서울청","지구대","증산치안센터"
"서울서부","신사","62","서울 은평구 수색로 261","서울청","지구대","수색치안센터"
"서울서부","응암3","63","서울 은평구 가좌로7라길 1","서울청","파출소","응암4치안센터"
"서울강북","미아","64","서울 강북구 솔매로49길 14","서울청","지구대","동화치안센터"
"서울강북","미아","65","서울 강북구 삼양로54길 51","서울청","지구대","미아3치안센터"
"서울강북","솔샘","66","서울 강북구 도봉로39길","서울청","지구대","숭인치안센터"
"서울강북","수유2","67","서울 강북구 삼양로678(현 컨테이너)","서울청","파출소","우이치안센터"
"서울강북","인수","68","서울 강북구 삼양로 119길 45","서울청","파출소","수유6치안센터"
"서울금천","문성","69","서울 금천구 문성로 38","서울청","지구대","독산3치안센터"
"서울금천","문성","70","서울 금천구 시흥대로 148길 21-5","서울청","지구대","독산본치안센터"
"서울금천","백산","71","서울 금천구 독산로50길 105","서울청","지구대","시흥4치안센터"
"서울금천","백산","72","서울 금천구 금하로24다길 7","서울청","지구대","시흥5치안센터"
"서울금천","금천","73","서울 금천구 금하로 11길 40","서울청","파출소","시흥본치안센터"
"서울금천","금천","74","서울 금천구 시흥대로37길 18","서울청","파출소","시흥3치안센터"
"서울금천","독산","75","서울 금천구 한내로 69-17","서울청","파출소","신독산치안센터"
"서울중랑","망우","76","서울 중랑구 용마산로118길 103","서울청","지구대","망우1치안센터"
"서울중랑","망우","77","서울 중랑구 용마공원로5길 13","서울청","지구대","망우3치안센터"
"서울중랑","용마","78","서울 중랑구 답십리로 75길 61","서울청","지구대","면목4치안센터"
"서울중랑","용마","79","서울 중랑구 면목로 275","서울청","지구대","면목7치안센터"
"서울중랑","상봉","80","서울 중랑구 봉우재로6길 5","서울청","파출소","면목2치안센터"
"서울중랑","상봉","81","서울 중랑구 봉우재로 93-5","서울청","파출소","상봉2치안센터"
"서울중랑","면목본동","82","서울 중랑구 면목로66길 7","서울청","파출소","면목1치안센터"
"서울중랑","면목삼팔","83","서울 중랑구 용마산로 370","서울청","파출소","면목8치안센터"
"서울중랑","중화","84","서울 중랑구 동일로 792","서울청","지구대","중화1치안센터"
"서울강남","삼성1","85","서울 영동대로 513","서울청","파출소","코엑스치안센터"
"서울강남","청담","86","서울 강남구 삼성로 761","서울청","파출소","청담2치안센터"
"서울강남","압구정","87","서울 강남구 압구정로 33길 48","서울청","파출소","압구정치안센터"
"서울관악","당곡","88","서울 관악구 봉천로 279","서울청","지구대","보라매치안센터"
"서울관악","낙성대","89","서울 관악구 남부순환로239길 8","서울청","지구대","행운치안센터"
"서울관악","낙성대","90","서울 관악구 인헌6길 23","서울청","지구대","인헌치안센터"
"서울관악","신림","91","서울 관악구 신원로 311","서울청","지구대","서원치안센터"
"서울관악","신림","92","서울 관악구 문성로27길 12-15","서울청","지구대","신원치안센터"
"서울관악","신림","93","서울 관악구 참숯1길 3","서울청","지구대","청룡2치안센터"
"서울관악","관악산","94","서울 관악구 대학길 48","서울청","지구대","대학동치안센터"
"서울관악","관악산","95","서울 관악구 호암로 501","서울청","지구대","삼성치안센터"
"서울관악","구암","96","서울 관악구 청림3마길 14-1","서울청","지구대","청림치안센터"
"서울관악","난우","97","서울 관악구 난곡로 180-1","서울청","파출소","난곡치안센터"
"서울강서","화곡","98","서울 강서구 까치산로 51","서울청","지구대","화곡본동치안센터"
"서울강서","공항","99","서울 강서구 개화동로 275-1","서울청","지구대","개화2치안센터"
"서울강동","천호","100","서울 강동구 천호동 전중로 11-14","서울청","지구대","천호2치안센터"
"서울강동","천호","101","서울 강동구 천호동 천호대로 159길7","서울청","지구대","천호3치안센터"
"서울강동","길동","102","서울 강동구 천호대로 197길 96","서울청","지구대","길동2치안센터"
"서울강동","암사","103","서울 강동구 올림픽로 98가길 57","서울청","지구대","암사1치안센터"
"서울강동","암사","104","서울 강동구 구면천로 42길 59","서울청","지구대","천호1치안센터"
"서울강동","성내","105","서울 강동구 천호옛길 68-1","서울청","지구대","성내2치안센터"
"서울강동","명일","106","서울 강동구 양재대로 138길37","서울청","파출소","명일1치안센터"
"서울종암","석관","107","서울 성북구 한천로76길11","서울청","파출소","석관1치안센터"
"서울종암","장위","108","서울 성북구 장위로 82","서울청","지구대","장위1치안센터"
"서울종암","장위","109","서울 성북구 한천로 701","서울청","지구대","장위3치안센터"
"서울종암","월곡","110","서울 북구 화랑로 96","서울청","지구대","월곡2치안센터"
"서울종암","월곡","111","서울 성북구 삼양로2길 70","서울청","지구대","길음2치안센터"
"서울종암","종암","112","서울 성북구 종암로 88","서울청","파출소","종암2치안센터"
"서울구로","신구로","113","서울 구로구 경인로 577-1","서울청","지구대","구로치안센터"
"서울구로","신구로","114","서울 구로구 신도림로 40","서울청","지구대","신도림치안센터"
"서울구로","구일","115","서울 구로구 구로동로 141","서울청","지구대","구로2치안센터"
"서울구로","고척","116","서울 구로구 중앙로 3","서울청","지구대","고척1치안센터"
"서울구로","고척","117","서울 구로구 고척로27길 27","서울청","지구대","개봉1치안센터"
"서울구로","개봉","118","서울 구로구 경인로 293","서울청","지구대","개봉치안센터"
"서울구로","개봉","119","서울 구로구 개봉로 1가길 28","서울청","지구대","개봉3치안센터"
"서울구로","오류","120","서울 구로구 부일로 1길 68","서울청","지구대","수궁치안센터"
"서울서초","반포","121","서울 서초구 주흥15길 41","서울청","지구대","반포치안센터"
"서울서초","반포","122","서울 서초구 나루터로 38","서울청","지구대","잠원치안센터"
"서울서초","서초3","123","서울 서초구 명달로 55","서울청","파출소","방서치안센타"
"서울서초","내곡","124","서울 서초구 염곡말길 9","서울청","파출소","내곡치안센터"
"서울서초","우면","125","서울 서초구 바우뫼로 45","서울청","파출소","우면치안센터"
"서울양천","목1","126","서울 양천구 목동서로 11","서울청","지구대","목6치안센터"
"서울양천","목2","127","서울 양천구 목동중앙본로 27길 25","서울청","지구대","목2치안센터"
"서울양천","목2","128","서울 양천구목동중앙로23","서울청","지구대","목4치안센터"
"서울양천","신정1","129","서울 양천구 목동남로93","서울청","지구대","신정7치안센터"
"서울양천","신정2","130","서울 양천구 목동동로 152","서울청","지구대","신정2치안센터"
"서울양천","신월2","131","서울 양천구 오목로5길 34","서울청","지구대","신월4치안센터"
"서울양천","신월5","132","서울 양천구 가로공원로 101","서울청","파출소","신월3치안센터"
"서울송파","방이","133","서울 송파구 백제고분로 392","서울청","지구대","송파1치안센터"
"서울송파","잠실","134","서울 송파구 백제고분로 15길 5","서울청","지구대","잠실본동치안센터"
"서울송파","잠실","135","서울 송파구 잠실로 51-29","서울청","지구대","잠실5치안센터"
"서울송파","삼전","136","서울 송파구 백제고분로 37길 20","서울청","지구대","석촌치안센터"
"서울송파","가락","137","서울 송파구 오금로 46길 55","서울청","지구대","가락2치안센터"
"서울송파","문정","138","서울 송파구 중대로 18","서울청","지구대","문정2치안센터"
"서울송파","마천","139","서울 송파구 성내천로 43가길 14-1","서울청","파출소","마천1치안센터"
"서울송파","풍납","140","서울 송파구 풍성로 25길 17","서울청","파출소","풍납1치안센터"
"서울송파","신천","141","서울 송파구 송파대로 567 지하1층","서울청","파출소","월드치안센터"
"서울송파","위례","142","서울 송파구 성남대로 1576","서울청","파출소","장지치안센터"
"서울노원","당현","143","서울 노원구 공릉로 290","서울청","지구대","하계1치안센터"
"서울노원","월계","144","서울 노원구 석계로 93","서울청","지구대","월계치안센터"
"서울노원","월계","145","서울 노원구 초안산로 2","서울청","지구대","월계2치안센터"
"서울노원","월게","146","서울 노원구 마들로 55","서울청","지구대","월계3치안센터"
"서울노원","화랑","147","서울 노원구 공릉로 189","서울청","지구대","공릉치안센터"
"서울노원","불암","148","서울 노원구 중계로 139","서울청","지구대","중계본치안센터"
"서울노원","당고개","149","서울 노원구 상계로35길29","서울청","파출소","상계4치안센터"
"서울노원","마들","150","서울 노원구 동일로227길97","서울청","지구대","상계8치안센터"
"서울방배","남태령","151","서울 서초구 방배로 40","서울청","지구대","방배3치안센터"
"서울방배","서래","152","서울 서초구 신반포로15길 14","서울청","파출소","구반포치안센터"
"서울방배","이수","153","서울 서초구 방배중앙로 131","서울청","파출소","방배4치안센터"
"서울은평","불광","154","서울 은평구 불광로 129","서울청","지구대","불광1치안센터"
"서울은평","불광","155","서울 은평구 통일로 914","서울청","지구대","불광2치안센터"
"서울은평","연신내","156","서울 은평구 갈현로 151","서울청","지구대","구산치안센터"
"서울은평","연신내","157","서울 은평구 갈현로 41길 3","서울청","지구대","갈현치안센터"
"서울은평","진관","158","서울 은평구 진관2로 125","서울청","파출소","신도치안센터"
"서울은평","진관","159","서울 은평구 진관4로 48-25","서울청","파출소","상림치안센터"
"서울은평","역촌","160","서울 은평구 연서로6길 19","서울청","파출소","역촌1치안센터"
"서울도봉","신방학","161","서울 도봉구 방학로 12길 18","서울청","파출소","방학2치안센터"
"서울수서","도곡","162","서울 강남구 남부순환로378길29","서울청","지구대","도곡치안센터"
"서울수서","도곡","163","서울 강남구 역삼로 117","서울청","지구대","역서치안센터"
"서울수서","대치","164","서울 강남구 삼성로 236","서울청","지구대","은마치안센터"
"서울수서","수서","165","서울 강남구 밤고개로 99","서울청","파출소","수서역치안센터"
"부산중부","남포","166","충장대로5번길 15","부산청","지구대","중앙치안센터"
"부산중부","부평","167","광복중앙로1","부산청","파출소","창선치안센터"
"부산동래","내성","168","부산 동래구 명륜로112번길 46","부산청","지구대","수안치안센터"
"부산동래","내성","169","부산 동래구 동래로159번길23","부산청","지구대","복산치안센터"
"부산동래","충렬","170","부산 동래구 명장로 31","부산청","지구대","명장1치안센터"
"부산동래","충렬","171","부산 동래구 명서로 111","부산청","지구대","명장2치안센터"
"부산동래","충렬","172","부산 동래구 명안로10번길 100","부산청","지구대","안락2치안센터"
"부산동래","온천","173","부산 동래구 금강로13번길 15","부산청","지구대","온천2치안센터"
"부산동래","사직","174","부산 동래구 아시아드대로 181","부산청","지구대","사직1치안센터"
"부산동래","사직","175","부산 동래구 사직북로63번길 22","부산청","지구대","사직2치안센터"
"부산영도","영선","176","부산 영도구 남항 새싹3길 2","부산청","지구대","영선2치안센터"
"부산영도","영선","177","부산 영도구 절영로 91","부산청","지구대","남항치안센터"
"부산영도","영선","178","부산 영도구 하나길 402","부산청","지구대","신선치안센터"
"부산영도","동삼","179","부산 영도구 태종로 793번길 16","부산청","지구대","동삼2치안센터"
"부산영도","동삼","180","부산 영도구 상리로 41","부산청","지구대","동삼3치안센터"
"부산영도","청학","181","부산 영도구 하나길 813","부산청","파출소","청학1치안센터"
"부산영도","대교","182","부산 영도구 봉래길 120","부산청","파출소","봉래치안센터"
"부산동부","초량","183","동구 중앙대로 251번길 42","부산청","지구대","초량2치안센터"
"부산동부","초량","184","동구 중앙대로 210","부산청","지구대","역전치안센터"
"부산동부","수성","185","동구 중앙대로 371번길 33","부산청","지구대","수정치안센터"
"부산동부","좌천","186","동구 증산동로 11","부산청","파출소","좌천4치안센터"
"부산부산진","부전","187","진구 범전로32번길35","부산청","지구대","범전치안센터"
"부산부산진","부전","188","진구 시민공원로73","부산청","지구대","시민공원치안센터"
"부산부산진","서면","189","진구 중앙대로702번길47","부산청","지구대","중앙치안센터"
"부산부산진","서면","190","진구 부전로33","부산청","지구대","부전2치안센터"
"부산부산진","당감","191","진구 백양대로50","부산청","지구대","당감1치안센터"
"부산부산진","당감","192","진구 당감서로80번길16","부산청","지구대","당감4치안센터"
"부산부산진","성지","193","진구 새싹로166","부산청","지구대","연지치안센터"
"부산부산진","성지","194","진구 성지곡로3","부산청","지구대","대공원치안센터"
"부산부산진","가야","195","진구 대학로7","부산청","지구대","가야1치안센터"
"부산부산진","개금","196","진구 냉정로191-1","부산청","파출소","개금1치안센터"
"부산부산진","부암","197","진구 백양순환로119번길 12-5","부산청","지구대","부암3치안센터"
"부산부산진","양정","198","진구 중앙대로961","부산청","지구대","양정2치안센터"
"부산부산진","전포","199","진구 전포대로276번길1","부산청","파출소","전포2치안센터"
"부산서부","구덕","200","부산시 서구 망양로 61","부산청","지구대","동대치안센터"
"부산서부","구덕","201","부산시 서구 낙동대로 2-2","부산청","지구대","서대치안센터"
"부산남부","용호","202","남구 용호로 215","부산청","지구대","용호2치안센터"
"부산남부","대연","203","남구 유엔평화로13번길 63","부산청","지구대","대연1치안센터"
"부산남부","문현","204","남구 전포대로 104","부산청","지구대","문현2치안센터"
"부산남부","문현","205","남구 지게골로 17","부산청","지구대","문현4치안센터"
"부산남부","용호","206","남구 용호로42번길 27","부산청","지구대","용호1치안센터"
"부산남부","용호","207","남구 용호로159번길 15","부산청","지구대","용호3치안센터"
"부산남부","대연","208","남구 유엔로 152","부산청","지구대","대연4치안센터"
"부산남부","광남","209","수영구 수영로 446","부산청","지구대","남천1치안센터"
"부산남부","광남","210","수영구 남천동로 76","부산청","지구대","남천2치안센터"
"부산남부","광남","211","수영구 수영로 553-7","부산청","지구대","광안4치안센터"
"부산남부","광민","212","수영구 수영로 635","부산청","지구대","광안1치안센터"
"부산남부","광민","213","수영구 무학로63번길 103","부산청","지구대","민락2치안센터"
"부산해운대","우동","214","해운대구 우동1로 56","부산청","지구대","우1치안센터"
"부산해운대","재송","215","해운대구 해운대로81번길 117","부산청","지구대","재송2치안센터"
"부산해운대","우동","216","해운대구 해운대로 612","부산청","지구대","역전치안센터"
"부산해운대","중동","217","해운대구 중동1로37번길 22","부산청","지구대","중1치안센터"
"부산해운대","좌동","218","해운대구 양운로 39","부산청","지구대","좌2치안센터"
"부산해운대","좌동","219","해운대구 좌동순환로 20","부산청","지구대","좌3치안센터"
"부산해운대","반여23","220","해운대구 재반로270번길 14","부산청","파출소","반여3치안센터"
"부산사상","삼락","221","사상구 모라로110번길 101","부산청","지구대","모라3치안센터"
"부산사상","감전","222","사상구  사상로 202번길 27","부산청","지구대","괘법치안센터"
"부산사상","주례","223","사상구 가야대로 344","부산청","지구대","주례2치안센터"
"부산사상","덕포","224","사상구 모덕로 84","부산청","파출소","덕포2치안센터"
"부산사상","삼락","225","사상구 사상로 509","부산청","지구대","모라1치안센터"
"부산사상","주례","226","사상구 가야대로255번길 17-5","부산청","지구대","주례1치안센터"
"부산금정","범어","227","금정구 금강로415길 8 (구서동)","부산청","지구대","구서1치안센터"
"부산금정","범어","228","금정구 금강로565길 23 (구서동)","부산청","지구대","구서2치안센터"
"부산금정","부곡","229","금정구 서동로 9-1 (부곡동)","부산청","지구대","부곡1치안센터"
"부산금정","부곡","230","금정구 오륜대로 17-1 (부곡동)","부산청","지구대","부곡3치안센터"
"부산금정","장전","231","금정구 금정로 140 (부곡동)","부산청","지구대","장전1치안센터"
"부산금정","장전","232","금정구 금샘로 4 (장전동)","부산청","지구대","장전2치안센터"
"부산금정","서금","233","금정구 동현로126 (서동)","부산청","지구대","서1치안센터"
"부산금정","서금","234","금정구 서동로194번길 32 (서동)","부산청","지구대","서2치안센터"
"부산금정","서금","235","금정구 서동로141 (서동)","부산청","지구대","서3치안센터"
"부산금정","서금","236","금정구 금사로173-1 (회동동)","부산청","지구대","회동치안센터"
"부산사하","괴정","237","사하구 대티로 46","부산청","지구대","괴정2치안센터"
"부산사하","괴정","238","사하구 낙동대로 188","부산청","지구대","괴정3치안센터"
"부산사하","괴정","239","사하구 낙동대로323번길 15","부산청","지구대","괴정4치안센터"
"부산사하","하단","240","사하구 낙동남로1423번길 106","부산청","지구대","하단2치안센터"
"부산사하","하단","241","사하구 낙동대로390번길 5","부산청","지구대","당리치안센터"
"부산사하","감천","242","사하구 옥천로 91","부산청","지구대","감천2치안센터"
"부산사하","감천","243","사하구 을숙도대로 721","부산청","지구대","구평치안센터"
"부산사하","다대","244","사하구 다대동로 66","부산청","지구대","다대1치안센터"
"부산사하","신평","245","사하구 신산로173","부산청","파출소","신평1치안센터"
