경찰서,관서명,연번,주소,지방청,지역파출소,치안센터명
"화순서","도곡","734","전남 화순군 도암면 천태로 425","전남청","파출소","도암치안센터"
"화순서","이양","735","전남 화순군 청풍면 평지촌길 28","전남청","파출소","청풍치안센터"
"화순서","동면","736","전남 화순군 백아면 적벽로 817","전남청","파출소","이서치안센터"
"화순서","동복","737","전남 화순군 백아면 학천길 22","전남청","파출소","백아치안센터"
"함평서","읍내","738","전남 함평군 함평읍 주포리 343","전남청","파출소","주포치안센터"
"함평서","남부","739","전남 함평군 엄다면 엄다길 9","전남청","파출소","엄다치안센터"
"함평서","서부","740","전남 함평군 신광면 신광중앙길 67","전남청","파출소","신광치안센터"
"영암서","읍내","741","전남 영암군 덕진면 내촌길 18-5","전남청","파출소","덕진치안센터"
"영암서","삼호","742","전남 영암군 삼호읍 녹색로 508","전남청","지구대","대불치안센터"
"영암서","학산","743","전남 영암군 미암면 미중로 15-8","전남청","파출소","미암치안센터"
"영암서","군서","744","전남 영암군 서호면 서호로 316","전남청","파출소","서호치안센터"
"영암서","시종","745","전남 영암군 도포면 호산로 27","전남청","파출소","도포치안센터"
"영암서","신북","746","전남 영암군 금정면 용두로 11-12","전남청","파출소","금정치안센터"
"장성서","읍내","747","전남 장성군 황룡면 뱃나드리로 91","전남청","파출소","황룡치안센터"
"장성서","삼계","748","전남 장성군 동화면 삼동로 728","전남청","파출소","동화치안센터"
"장성서","북일","749","전남 장성군 서삼면 축령로 349","전남청","파출소","서삼치안센터"
"장성서","북하","750","전남 장성군 북하면 백양로 608","전남청","파출소","북상치안센터"
"장성서","진남","751","전남 장성군 진원면 노사로 509","전남청","파출소","진원치안센터"
"강진서","도암","752","전남 강진군 신전면 신정중앙길 25","전남청","파출소","신전치안센터"
"강진서","작천","753","전남 강진군 병영면 병영성로 143","전남청","파출소","병영치안센터"
"강진서","작천","754","전남 강진군 옴천면 옴천중앙로 43","전남청","파출소","옴천치안센터"
"강진서","마량","755","전남 강진군 대구면 청자로 1827","전남청","파출소","대구치안센터"
"담양서","금성","756","전남 담양군 용면 추령로 1","전남청","파출소","용면치안센터"
"담양서","수북","757","전남 담양군 월산면 도개길 170","전남청","파출소","월산치안센터"
"담양서","대전","758","전남 담양군 봉산면 면앙정로 152","전남청","파출소","봉산치안센터"
"담양서","고서","759","전남 담양군 남면 가사문학로 1133","전남청","파출소","가사문학면 치안센터"
"담양서","창평","760","전남 담양군 대덕면 대조동1길 5","전남청","파출소","대덕치안센터"
"담양서","중앙","761","전남 담양군 대덕면 대조동1길 5","전남청","파출소","무정치안센터"
"곡성서","삼기","762","전남 곡성군  겸면 곡순로 1850","전남청","파출소","겸면치안센터"
"곡성서","석곡","763","전남 곡성군  목사동면 주목로 763","전남청","파출소","목사동치안센터"
"곡성서","오곡","764","전남 곡성군  고달면 목동1길 12 ","전남청","파출소","고달치안센터"
"곡성서","옥과","765","전남 곡성군  오산면 오산로 607","전남청","파출소","오산치안센터"
"완도서","군외","766","전남 완도군 군외면 백일도길 36","전남청","파출소","백일치안센터"
"완도서","금일","767","전남 완도군 생일면 생일로 593","전남청","파출소","생일치안센터"
"완도서","금일","768","전남 완도군 고금면 고금로 1228","전남청","파출소","덕우치안센터"
"완도서","청산","769","전남 완도군 청산면 여서도길 15","전남청","파출소","여서치안센터"
"완도서","청산","770","전남 완도군 청산면 대모도29번길15","전남청","파출소","대모치안센터"
"완도서","소안","771","전남 완도군 소안면 횡간도길 18","전남청","파출소","횡간치안센터"
"완도서","소안","772","전남 완도군 소안면 당사도길 11","전남청","파출소","당사치안센터"
"완도서","노화","773","전남 완도군 노화면 넙도289번길 18","전남청","파출소","넙도치안센터"
"진도서","군내","774","전남 진도군 군내면 진도대로 8499","전남청","파출소","녹진치안센터"
"진도서","조도","775","전남 진도군 조도면 관매도길 37","전남청","파출소","관매도치안센터"
"진도서","지산","776","전남 진도군 지산면 가사도길 94","전남청","파출소","가사도치안센터"
"진도서","조도","777","전남 진도군 조도면 동차차동육길 50","전남청","파출소","동거차도치안센터"
"구례서","읍내","778","전남 구례군 구례읍 섬진강로 15-10","전남청","파출소","신월치안센터"
"구례서","간전","779","전남 구례군 문척면 수달상태로 258","전남청","파출소","문척치안센터"
"구례서","광의","780","전남 구례군 용방면 용방로 475","전남청","파출소","용방치안센터"
"경주","불국","781","경주시 불국신택지5길7","경북청","파출소","진현치안센터"
"경주","안강","782","경주시 안강읍 호국2355","경북청","파출소","옥산치안센터"
"포북","죽장","783","포항시 북구 죽장면 죽장로 1790","경북청","파출소","상옥치안센타"
"포남","상대","784","포항시 남구 양학천로 118번길 37","경북청","지구대","대해치안센터"
"포남","해도","785","포항시 남구 해동로 133","경북청","파출소","운하치안센터"
"포남","청림","786","포항시 남구 동해안로 6133","경북청","파출소","인덕치안센터"
"구미","형곡","787","구미시 송원동로 16","경북청","지구대","송정치안센터"
"구미","상림","788","구미시 1공단로 198-6","경북청","지구대","공단치안센터"
"구미","원평","789","구미시 금오산로5길 6-1","경북청","지구대","원동치안센터"
"구미","인동","790","구미시 수출대로31길15","경북청","파출소","황상치안센터"
"구미","신평","791","구미시 구미대로19길4","경북청","파출소","광평치안센터"
"경산","서부","792","경산시 중앙로 24","경북청","지구대","역전치안센터"
"경산","서부","793","경산시 남천면 남천로456","경북청","지구대","남천치안센터"
"경산","자인","794","경산시 남산면 하날로 315","경북청","파출소","남산치안센터"
"경산","자인","795","경산시 용성면 원효로 1415","경북청","파출소","용성치안센터"
"경산","하양","796","경산시 하양읍 대경로 107-4","경북청","파출소","청천치안센터"
"안동","송하","797","안동시 서후면 학가산온천길 369","경북청","지구대","서후치안센터"
"안동","태화","798","안동시 제비원로 217","경북청","지구대","서부치안센터"
"안동","역전","799","안동시 경동로 547","경북청","지구대","남부치안센터"
"안동","역전","800","안동시 태사길 14-9","경북청","지구대","중앙치안센터"
"안동","일직","801","안동시 남후면 무릉길 94","경북청","파출소","남후치안센터"
"안동","풍천","802","안동시 풍천면  갈전리 857","경북청","파출소","검무치안센터"
"김천","중앙","803","김천시 양금로 229","경북청","파출소","황남치안센터"
"김천","직지","804","김천시 봉산면 예지송정길 17-7","경북청","파출소","봉산치안센터"
"김천","율곡","805","김천시 농소면 농남로 48","경북청","파출소","농소치안센터"
"김천","감문","806","김천시 개량면 동부길 55","경북청","파출소","개령치안센터"
"김천","조마","807","김천시 감천면 금감로 1547","경북청","파출소","감천치안센터"
"김천","지례","808","김천시 부항면 사동 3길 12","경북청","파출소","부항치안센터"
"김천","대덕","809","김천시 증산면 증산로 945-21","경북청","파출소","증산치안센터"
"영주","동부","810","영주시 이산면 이산로 194","경북청","지구대","이산치안센터"
"영주","동부","811","영주시 구성로 260","경북청","지구대","남부치안센터"
"영주","신영주","812","영주 문수면 문수로 1363번길 33","경북청","지구대","문수치안센터"
"영주","신영주","813","영주시 천상로 70-114","경북청","지구대","평은치안센터"
"영주","풍기","814","영주시 봉현면 노좌로 21","경북청","파출소","봉현치안센터"
"영주","부석","815","영주시 단산면 옥대로 34","경북청","파출소","단산치안센터"
"영천","중앙","816","영천시 향군로 19(화룡동)","경북청","파출소","서부치안센터"
"영천","화남","817","영천시 화북면 화북길 59","경북청","파출소","화북치안센터"
"영천","임고","818","영천시 자양명 포은로 1625","경북청","파출소","자양치안센터"
"영천","고경","819","영천시 고경면 호국로 363","경북청","파출소","단포치안센터"
"상주","중앙","820","상주시 북천로 67","경북청","지구대","북문치안센터"
"상주","동문","821","상주시 왕산로 119","경북청","지구대","역전치안센터"
"상주","함창","822","상주시 이안면 양범안룡길 31","경북청","파출소","이안치안센터"
"상주","공검","823","상주시 외서면 우산로 569","경북청","파출소","외서치안센터"
"상주","낙동","824","상주시 중동면 공산로5","경북청","파출소","중동치안센터"
"상주","청리","825","상주시 외남면 석단로 933-8","경북청","파출소","외남치안센터"
"상주","화동","826","상주시 내서면 낙서1길 36","경북청","파출소","내서치안센터"
"상주","모동","827","상주시 모서면 중화로 866","경북청","파출소","모서치안센터"
"상주","화서","828","상주시 화남면 영남제일로4636","경북청","파출소","화남치안센터"
"문경","남부","829","문경시 신기1길 74","경북청","파출소","신기치안센터"
"문경","산북","830","문경시 동로면 여우목록 2795","경북청","파출소","동로치안센터"
"문경","산양","831","문경시 영순면 영순로275","경북청","파출소","영순치안센터"
"문경","마성","832","문경시 호계면 막곡장터 19","경북청","파출소","호계치안센터"
"칠곡","왜관","833","칠곡군 기산면 주산로1209","경북청","지구대","기산치안센터"
"의성","의성","834","의성군 단촌면 신기길 29","경북청","지구대","단촌치안센터"
"의성","의성","835","의성군 사곡면 의성사곡로 957","경북청","지구대","사곡치안센터"
"의성","안계","836","의성군 안사면 안신로640","경북청","파출소","안사치안센터"
"의성","안계","837","의성군 단북면 단북다인로 166","경북청","파출소","단북치안센터"
"의성","봉양","838","의성군 비안면 강변길 27","경북청","파출소","비안치안센터"
"의성","옥산","839","의성군 점곡면 점곡길 59","경북청","파출소","점곡치안센터"
"의성","단밀","840","의성군 구천면 소보안계로 1623","경북청","파출소","구천치안센터"
"의성","안평","841","의성군 신평면 봉호로 2466-6","경북청","파출소","신평치안센터"
"의성","춘산","842","의성군 가음면 금성현서로 461","경북청","파출소","가음치안센터"
"청도","중앙","843","청도군 청도읍 유천길51-1","경북청","파출소","유호치안센터"
"청도","금천","844","청도군 운문면 청려로 4731","경북청","파출소","운문치안센터"
"청도","풍각","845","청도군 각북면 헐티로 802","경북청","파출소","각북치안센터"
"청도","이서","846","청도군 각남면 각남로 65","경북청","파출소","각남치안센터"
"영덕","영덕","847","영덕군 지품면 경동로7173-3","경북청","파출소","지품치안센터"
"영덕","강구","848","영덕군 달산면 팔각산로 1823","경북청","파출소","달산치안센터"
"영덕","영해","849","영덕군 창수면 창수영해로 17","경북청","파출소","창수치안센터"
"울진","근남","850","울진군 매화면 원남로 468","경북청","파출소","매화치안센터"
"울진","평해","851","울진군 온정면 온정학교길 10","경북청","파출소","온정치안센터"
"봉화","봉화","852","봉화군 상운면 예봉로 1291","경북청","파출소","상운치안센터"
"봉화","명호","853","봉화군 봉성면 봉명로 550-7","경북청","파출소","봉성치안센터"
"봉화","명호","854","봉화군 재산면 재산로 489","경북청","파출소","재산치안센터"
"봉화","춘양","855","봉화군 법전면 법전로 85","경북청","파출소","법전치안센터"
"봉화","춘양","856","봉화군 춘양면 춘양로 1434","경북청","파출소","서벽치안센터"
"예천","예천","857","예천군 유천면 예성로 699-6","경북청","지구대","유천치안센터"
"예천","감천","858","예천군 보문면 무근열길13","경북청","파출소","보문치안센터"
"예천","지보","859","예천군 개포면 용개로 1005-6","경북청","파출소","개포치안센터"
"예천","은풍","860","예천군 효자면 도효자료1373","경북청","파출소","효자치안센터"
"성주","초전","861","성주군 월항면 주산로 360","경북청","파출소","월항치안센터"
"성주","벽진","862","성주군 대가면여실길 10","경북청","파출소","대가치안센터"
"성주","가천","863","성주군 금수면 성주로 1881","경북청","파출소","금수치안센터"
"청송","청송","864","청송군 파천면 청송로 5533","경북청","파출소","파천치안센터"
"영양","영양","865","영양군 일월면 영양로 2383","경북청","파출소","일월치안센터"
"군위","중앙","866"," 군위군 소보면 송원3길 12(송원리)","경북청","파출소","소보치안센터"
"군위","부계","867"," 군위군 산성면 화본2길 3(화본1리)","경북청","파출소","산성치안센터"
"고령","대가야","868","고령군 운용로 102","경북청","지구대","운수치안센터"
"고령","대가야","869","고령군 덕곡면 덕운로 568","경북청","지구대","덕곡치안센터"
"고령","성산","870","고령군 개진면 개경포로 581-7","경북청","파출소","개진치안센터"
"창원중부서","신월","871","창원시 의창구 창이대로 417번길 3-18","경남청","지구대","사림치안센터"
"창원중부서","중앙","872","창원시 의창구 대원로 97","경남청","지구대","두대치안센터"
"창원중부서","반송","873","창원시 의창구 용지로 169번길 11-22","경남청","파출소","용호치안센터"
"창원서부서","의창","874","창원시 의창구 의창대로 45","경남청","파출소","소계치안센터"
"창원서부서","의창","875","창원시 의창구 읍성로34번길 2","경남청","파출소","중동치안센터"
"마산중부서","남성","876","창원시 마산합포구 자산서11길 92","경남청","파출소","자산치안센터"
"마산중부서","진동","877","창원시 마산합포구 진북면 삼진의거대로 447","경남청","파출소","진북치안센터"
"마산동부서","합성","878","창원시 마산회원구 구암서3길 82","경남청","지구대","구암1치안센터"
"진주서","남강","879","진주시 진주대로 942","경남청","지구대","역전치안센터"
"진주서","진양호","880","진주시 명석면 나불로 291","경남청","지구대","명석치안센터"
"진주서","개양","881","진주시 내동면 순환로 386","경남청","파출소","내동치안센터"
"진주서","하대","882","진주시 집현면 진주성로 748","경남청","파출소","집현치안센터"
"진주서","문산","883","진주시 금곡면 월아산로 119","경남청","파출소","금곡치안센터"
"진주서","일반성","884","진주시 이반성면 오봉산로 716","경남청","파출소","이반성치안센터"
"진주서","일반성","885","진주시 진성면 동부로 1336-1","경남청","파출소","진성치안센터"
"진주서","지수","886","진주시 사봉면 사군로 109","경남청","파출소","사봉치안센터"
"진주서","수곡","887","진주시 대평면 한들길 53","경남청","파출소","대평치안센터"
"진주서","대곡","888","진주시 미천면 진산로 1815","경남청","파출소","미천치안센터"
"김해중부서","연지","889","김해시 분성로219","경남청","지구대","외동치안센터"
"김해중부서","중앙","890","김해시 분성로335번길36","경남청","지구대","동상치안센터"
"김해중부서","신어","891","김해시 김해대로2783","경남청","지구대","불암치안센터"
"양산서","물금","892","양산시 충렬로 169","경남청","지구대","강서치안센터"
"양산서","물금","893","양산시 원동면 원동마을길 14","경남청","지구대","원동치안센터"
"거제서","장평","894","경남 거제시 사등면 성포로 164","경남청","지구대","사등치안센터"
"거제서","장평","895","경남 거제시 사등면 거제대로 6232","경남청","지구대","대교치안센터"
"거제서","장승포","896","경남 거제시 일운면 지세포로 107","경남청","지구대","일운치안센터"
"거제서","연초","897","경남 거제시 하청면 하청로 40","경남청","파출소","하청치안센터"
"거제서","거제","898","경남 거제시 둔덕면 하둔길 61","경남청","파출소","둔덕치안센터"
"거제서","동부","899","경남 거제시 남부면 다대7길 37-1","경남청","파출소","남부치안센터"
"진해서","충무","900","창원시 진해구 여좌천로 64-1","경남청","파출소","여좌치안센터"
"진해서","웅동","901","창원시 진해구 웅천로1번길 6","경남청","파출소","웅천치안센터"
"통영","광도","902","통영시 도산면 도산일주로 40","경남청","지구대","도산치안센터"
"사천서","삼천포","903","사천시 서부시장길 85","경남청","지구대","서부치안센타"
"사천서","삼천포","904","사천시 삼상로 309","경남청","지구대","봉남치안센타"
"사천서","사천","905","사천시 정동면 대곡2길 7","경남청","지구대","정동치안센타"
"사천서","사천","906","사천시 축동면 서삼로 1442","경남청","지구대","축동치안센타"
"밀양서","하남","907","밀양시 초동면 초동로 115","경남청","파출소","초동치안센터"
"밀양서","무안","908","밀양시 청도면 청도로 101","경남청","파출소","청도치안센터"
"밀양서","산외","909","밀양시 상동면 상동로 566","경남청","파출소","상동치안센터"
"거창서","원학","910","거창군 덕유월성로 2317","경남청","파출소","북상치안센터"
"거창서","원학","911","거창군 거안로 835","경남청","파출소","마리치안센터"
"거창서","가조","912","거창군 용암로 19","경남청","파출소","가북치안센터"
"거창서","웅양","913","거창군 당대고개길 3","경남청","파출소","주상치안센터"
"거창서","남상","914","거창군 영서로 81","경남청","파출소","남하치안센터"
"합천서","중부","915","경남 합천군 율곡면 율진리 56","경남청","지구대","율곡치안센터"
"합천서","중부","916","경남 합천군 대양면 덕정리 665-8","경남청","지구대","대양치안센터"
"합천서","동부","917","경남 합천군 적중면 적중로 92","경남청","파출소","적중치안센터"
"합천서","동부","918","경남 합천군 쌍책면 선산큰길 44","경남청","파출소","쌍책치안센터"
"합천서","중부","919","경남 합천군 용주면 황계폭포로 1151","경남청","파출소","용주치안센터"
"합천서","동부","920","경남 합천군 청덕면 동부로 1707","경남청","파출소","청덕치안센터"
"합천서","동부","921","경남 합천군 덕곡면 율지2길 13","경남청","파출소","덕곡치안센터"
"합천서","삼가","922","경남 합천군 쌍백면 평구3길 7-1","경남청","파출소","쌍백치안센터"
"합천서","봉산","923","경남 합천군 묘산면 묘산로 167-1","경남청","파출소","묘산치안센터"
"합천서","대병","924","경남 합천군 가회면 황매산로 48","경남청","파출소","가회치안센터"
"합천서","가야","925","경남 합천군 가야면 가야산로 1810","경남청","파출소","해인치안센터"
"창녕서","남지","926","경남 창녕군 장마면 강리길 30","경남청","파출소","장마치안센터"
"창녕서","영산","927","경남 창녕군 계성면 영산계성로 228","경남청"," 지구대","계성치안센터"
"창녕서","영산","928","경남 창녕군 도천면 영산도천로 348","경남청","지구대","도천치안센터"
"창녕서","부곡","929","경남 창녕군 길곡면 낙동로 1504","경남청","파출소","길곡치안센터"
"창녕서","대합","930","경남 창녕군 성산면 성산로 249","경남청","파출소","성산치안센터"
"창녕서","유어","931","경남 창녕군 대지면 우포2로 977","경남청","파출소","대지치안센터"
"창녕서","읍내","932","경남 창녕군 고암면 창밀로 388","경남청","파출소","고암치안센터"
"고성서","공룡","933","고성군 대가면 유흥3길 14","경남청","지구대","대가치안센터"
"고성서","공룡","934","고성군 삼산면 공룡로 2141-5","경남청","지구대","삼산치안센터"
"고성서","회화","935","고성군 마암면 옥천로 233-10","경남청","파출소","마암치안센터"
"고성서","회화","936","고성군 구만면 영회로 1769","경남청","파출소","구만치안센터"
"고성서","하이","937","고성군 하일면 공룡로 1040","경남청","파출소","하일치안센터"
"고성서","영오","938","고성군 개천면 옥천로 1274","경남청","파출소","개천치안센터"
"고성서","상리","939","고성군 영현면 대가로 1677","경남청","파출소","영현치안센터"
"하동서","읍내","940","하동군 적량면 대티길 1","경남청","파출소","적량치안센터"
"하동서","횡천","941","하동군 청암면 청학로  668","경남청","파출소","청암치안센터"
"하동서","옥종","942","하동군 북천면 경서대로 2450","경남청","파출소","북천치안센터"
"하동서","진교","943","하동군 양보면 진양로 727","경남청","파출소","양보치안센터"
"남해서","중앙","944","남해군 이동면 무림로 86","경남청","지구대","이동치안센터"
"남해서","중앙","945","남해군 서면 남서대로 1637","경남청","지구대","서면치안센터"
"남해서","창선","946","남해군 창선면 동부대로 3017","경남청","파출소","창선치안센터"
"남해서","미조","947","남해군 상주면 남해대로 717","경남청","파출소","상주치안센터"
"남해서","고현","948","남해군 설천면 남해대로 4223","경남청","파출소","대교치안센터"
"남해서","고현","949","남해군 설천면 설천로 698","경남청","파출소","설천치안센터"
"함양서","수동","950","함양군 지곡면 창촌길 20-40","경남청","파출소","지곡치안센터"
"함양서","유림","951","함양군 휴천면 함양남서로 526","경남청","파출소","휴천치안센터"
"함양서","서상","952","함양군 서하면 함양남서로 3945","경남청","파출소","서하치안센터"
"함양서","백전","953","함양군 병곡면 함양남서로 1736","경남청","파출소","병곡치안센터"
"산청서","경호","954","산청군 생초면 생초로 23","경남청","지구대","생초치안센터"
"산청서","경호","955","산청군 금서면 친환경로 2535","경남청","지구대","금서치안세터"
"산청서","경호","956","산청군 오부면 산수로 553","경남청","지구대","오부치안센터"
"산청서","신안","957","산청군 생비량면 비량로 47","경남청","파출소","생비량치안센터"
"산청서","신등","958","산청군 차황면 신차로 1798","경남청","파출소","차황치안센터"
"산청서","시천","959","산청군 삼장면 덕산대포로 262-1","경남청","파출소","삼장치안센터"
"함안서","가야","960","함안군 산인면 신산로 166","경남청","지구대","산인치안센터"
"함안서","칠원","961","함안군 칠원면 칠북로  29","경남청","지구대","칠북치안센터"
"함안서","군북","962","함안군 군북면 월촌안길 53","경남청","파출소","월촌치안센터"
"의령서","중부","963","경남 의령군 의령읍 남강로 715-13","경남청","지구대","정암치안센터"
"의령서","칠곡","964","경남 의령군 대의면 대의로 46","경남청","파출소","대의치안센터"
"의령서","유곡","965","경남 의령군 궁류면 궁류로 12-7","경남청","파출소","궁류치안센터"
"의령서","중부","966","경남 의령군 의령읍 의병로 53","경남청","지구대","가례치안센터"
"의령서","중부","967","경남 의령군 용덕면 의합대로 363","경남청","지구대","용덕치안센터"
"의령서","부림","968"," 경남 의령군 낙서면 낙서로 505","경남청","파출소","낙서치안센터"
"의령서","부림","969","경남 의령군 봉수면 대한로 1225-3","경남청","파출소","봉수치안센터"
"동부","중앙","970","제주시 임항로 128","제주청","지구대","산지치안센터"
"동부","구좌","971","제주시 김녕로 84","제주청","파출소","김녕치안센터"
"서부","연동","972","제주시 용운로 120-1","제주청","지구대","서문치안센터"
"서부","한림","973","제주시 한림로 248-1","제주청","파출소","한서치안센터"
"서부","한림","974","제주시 비양로길 84","제주청","파출소","비양도치안센터"
"서부","한경","975","제주시 고산로 39-3","제주청","파출소","고산치안센터"
"서부","한경","976","제주시 중산간서로 3006","제주청","파출소","저지치안센터"
"서귀포","중동","977","서귀포시 중앙로101번길 9-1","제주청","지구대","중앙치안센터"
"서귀포","대정","978","서귀포시 가파로 83","제주청","파출소","가파도치안센터"
"서귀포","대정","979","서귀포시 마라도77번길 15","제주청","파출소","마라도치안센터"
"서귀포","대정","980","서귀포시 대정읍 구억리 영어교육도시 J1블럭","제주청","파출소","영어교육도시치안센터"
"서귀포","남원","981","서귀포시 태위로 141","제주청","파출소","위미치안센터"
"서귀포","성산","982","서귀포시 일주동로 5122","제주청","파출소","신산치안센터"